,L,R,F,M,C
15256,63 days 08:00:00,0.5666666666666667,16,20961,0.749460904
15257,12 days 04:48:00,6.233333333333333,7,27328,0.574829479
15258,52 days 11:12:00,0.2,12,24484,0.641562245
15259,113 days 18:24:00,0.6,15,27341,0.574499835
15260,65 days 11:12:00,0.6666666666666666,15,23322,0.673158391
15261,19 days 12:48:00,11.366666666666667,26,31249,0.502392077
15262,98 days 20:48:00,2.1666666666666665,18,27175,0.577624287
15263,93 days 18:24:00,0.06666666666666667,25,28635,0.54811245
15264,13 days 00:00:00,5.9,4,15589,1.00675797
15265,29 days 21:36:00,5.533333333333333,14,25440,0.61690173
15266,68 days 08:48:00,1.0,6,12588,1.246666667
15267,112 days 12:48:00,2.966666666666667,17,21507,0.729655926
15268,100 days 00:00:00,0.13333333333333333,21,21237,0.738895324
15269,40 days 08:00:00,1.7,14,22341,0.702360682
15270,95 days 05:36:00,0.13333333333333333,32,26562,0.590728484
15271,79 days 23:12:00,3.4,25,22696,0.691295382
15272,12 days 10:24:00,0.4666666666666667,11,13064,1.200979026
15273,93 days 05:36:00,0.03333333333333333,20,25476,0.615820772
15274,63 days 08:00:00,1.6333333333333333,11,17285,0.907598496
15275,40 days 17:36:00,2.6,28,20327,0.771750873
15276,15 days 12:48:00,0.8333333333333334,16,19970,0.785491237
15277,29 days 17:36:00,6.633333333333334,12,18814,0.833739237
15278,26 days 15:12:00,2.0,3,24381,0.643333333
15279,54 days 17:36:00,3.5,13,22101,0.709616307
15280,75 days 16:00:00,1.2,13,22185,0.706912328
15281,75 days 13:36:00,7.0,12,18957,0.827261698
15282,107 days 20:48:00,6.033333333333333,22,19391,0.808703007
15283,70 days 14:24:00,2.5,19,17923,0.874898733
15284,12 days 14:24:00,0.2,10,20948,0.74854831
15285,89 days 22:24:00,0.3,15,26718,0.586817501
15286,30 days 19:12:00,0.16666666666666666,12,24309,0.644933975
15287,81 days 10:24:00,4.4,18,23947,0.654633566
15288,28 days 06:24:00,7.866666666666666,9,21339,0.734628614
15289,80 days 00:00:00,1.0666666666666667,16,23963,0.654155573
15290,19 days 16:48:00,2.2,8,11939,1.312946645
15291,62 days 06:24:00,2.3666666666666667,22,23691,0.661646617
15292,43 days 12:48:00,7.333333333333333,12,22785,0.687785824
15293,24 days 22:24:00,0.6333333333333333,23,22523,0.695774986
15294,55 days 04:00:00,3.6,22,22144,0.707677926
15295,79 days 04:00:00,0.2,25,21539,0.727514276
15296,31 days 08:48:00,1.3333333333333333,21,18171,0.86226955
15297,93 days 00:48:00,0.4,14,27003,0.58022516
15298,63 days 18:24:00,5.9,22,18645,0.840307857
15299,75 days 20:48:00,6.0,14,20650,0.758710896
15300,72 days 11:12:00,2.1,19,16412,0.954597855
15301,41 days 00:00:00,0.03333333333333333,23,24023,0.652148358
15302,25 days 12:00:00,3.6,14,19466,0.804792459
15303,100 days 19:12:00,0.3333333333333333,16,26344,0.59467317
15304,27 days 16:48:00,0.1,15,23881,0.655943218
15305,57 days 20:00:00,4.4,10,17800,0.88
15306,85 days 08:48:00,0.1,19,18339,0.854097279
15307,45 days 15:12:00,1.6666666666666667,13,20119,0.778531736
15308,65 days 05:36:00,4.933333333333334,16,20076,0.780136481
15309,98 days 00:48:00,0.36666666666666664,26,19519,0.802362314
15310,45 days 15:12:00,0.1,22,26095,0.600139107
15311,31 days 08:48:00,1.1333333333333333,18,22393,0.699346671
15312,65 days 04:48:00,1.4,14,21120,0.741466383
15313,61 days 19:12:00,4.4,3,17374,0.901289283
15314,19 days 19:12:00,7.766666666666667,9,16817,0.931122079
15315,44 days 20:48:00,0.26666666666666666,22,27701,0.565273817
15316,28 days 15:12:00,1.0,2,24464,0.64
15317,64 days 09:36:00,3.933333333333333,2,24464,0.64
15318,50 days 03:12:00,1.9666666666666666,10,19685,0.795373127
15319,15 days 00:00:00,0.8333333333333334,18,26275,0.595880495
15320,35 days 22:24:00,1.5666666666666667,16,20928,0.748125
15321,18 days 20:48:00,2.9,19,24531,0.638214096
15322,82 days 04:00:00,0.06666666666666667,12,22845,0.685298752
15323,38 days 12:00:00,1.4333333333333333,19,25629,0.610827968
15324,71 days 04:48:00,1.0333333333333334,19,22091,0.70865375
15325,12 days 11:12:00,2.2333333333333334,10,28727,0.544902357
15326,17 days 12:48:00,0.43333333333333335,11,19395,0.807061614
15327,56 days 21:36:00,0.9,22,29738,0.526352815
15328,82 days 17:36:00,0.5,27,19332,0.809596007
15329,51 days 05:36:00,1.4333333333333333,14,23661,0.661472043
15330,95 days 18:24:00,0.9,21,30363,0.515395712
15331,34 days 18:24:00,3.6,14,18688,0.837360873
15332,21 days 15:12:00,2.2333333333333334,9,33430,0.468057134
15333,78 days 22:24:00,4.8,17,18806,0.832018505
15334,80 days 15:12:00,0.7666666666666667,18,23795,0.65750788
15335,102 days 23:12:00,10.333333333333334,5,10429,1.5
15336,31 days 01:36:00,15.8,8,18808,0.831704594
15337,63 days 21:36:00,0.3,15,25665,0.609429963
15338,19 days 06:24:00,6.933333333333334,18,16293,0.959957037
15339,78 days 23:12:00,0.06666666666666667,7,28158,0.555443568
15340,58 days 00:00:00,3.3333333333333335,14,18000,0.868825
15341,12 days 10:24:00,0.4,18,21171,0.738676019
15342,102 days 07:12:00,3.533333333333333,14,23751,0.658357964
15343,61 days 05:36:00,1.1,14,22645,0.690495474
15344,18 days 20:48:00,0.23333333333333334,9,17427,0.897195731
15345,110 days 16:48:00,3.6333333333333333,13,28466,0.549220825
15346,22 days 01:36:00,0.7333333333333333,10,16724,0.934815834
15347,32 days 10:24:00,11.866666666666667,23,19757,0.791304348
15348,36 days 13:36:00,4.7,15,24324,0.642715014
15349,20 days 09:36:00,1.1,18,18346,0.852104001
15350,17 days 22:24:00,3.1666666666666665,19,18527,0.843778809
15351,43 days 17:36:00,4.8,15,30981,0.50455505
15352,60 days 18:24:00,2.8666666666666667,12,17352,0.900833333
15353,39 days 09:36:00,2.066666666666667,12,24091,0.648829853
15354,43 days 11:12:00,0.03333333333333333,21,18949,0.824888912
15355,29 days 13:36:00,3.0,14,19625,0.796463694
15356,41 days 20:48:00,3.466666666666667,23,17832,0.876519179
15357,84 days 08:48:00,2.5,16,18684,0.83650289
15358,56 days 16:48:00,0.03333333333333333,11,25902,0.603385453
15359,41 days 21:36:00,0.7,11,19881,0.785942357
15360,64 days 21:36:00,0.8,12,19658,0.794830095
15361,80 days 04:00:00,1.6666666666666667,21,24677,0.633164485
15362,12 days 16:00:00,0.9666666666666667,16,21112,0.740036472
15363,103 days 12:48:00,2.6666666666666665,32,23188,0.67373469
15364,48 days 00:48:00,1.5333333333333334,17,21749,0.71828268
15365,54 days 19:12:00,1.3333333333333333,13,20701,0.754568861
15366,22 days 00:48:00,3.0,24,28377,0.55045107
15367,25 days 10:24:00,2.966666666666667,19,20754,0.752611545
15368,12 days 12:00:00,0.4666666666666667,16,32055,0.487217595
15369,97 days 16:00:00,4.833333333333333,15,20009,0.780536259
15370,27 days 08:00:00,12.4,9,20543,0.759971767
15371,21 days 10:24:00,0.2,24,20027,0.779516653
15372,110 days 20:48:00,0.4,23,31872,0.489803589
15373,68 days 17:36:00,6.8,12,19019,0.820712445
15374,73 days 16:00:00,0.6,21,19944,0.782631368
15375,61 days 12:48:00,1.6,17,22041,0.708170682
15376,109 days 13:36:00,5.366666666666666,6,23198,0.672838607
15377,41 days 10:24:00,0.43333333333333335,15,18077,0.863368922
15378,16 days 20:00:00,4.533333333333333,3,15417,1.012278005
15379,83 days 16:00:00,2.0,10,18174,0.858644217
15380,83 days 01:36:00,0.5333333333333333,19,26408,0.590905786
15381,79 days 12:48:00,0.8666666666666667,20,18998,0.821349616
15382,77 days 16:00:00,0.9666666666666667,17,20687,0.754240828
15383,22 days 02:24:00,6.3,13,22148,0.704433809
15384,39 days 09:36:00,6.2,14,19555,0.797792892
15385,101 days 09:36:00,5.8,16,29209,0.534106269
15386,31 days 14:24:00,7.266666666666667,17,22044,0.707643803
15387,42 days 13:36:00,4.8,13,18548,0.84096075
15388,53 days 08:48:00,9.633333333333333,14,13716,1.137171916
15389,56 days 22:24:00,0.1,15,23000,0.67806
15390,67 days 00:00:00,0.03333333333333333,16,20476,0.761635573
15391,41 days 20:48:00,1.2,14,20218,0.771308735
15392,34 days 15:12:00,14.3,12,19575,0.796628352
15393,80 days 04:48:00,0.5,14,21369,0.72971688
15394,51 days 05:36:00,1.4333333333333333,10,27151,0.574295606
15395,14 days 00:00:00,0.06666666666666667,22,27018,0.577104153
15396,71 days 00:48:00,7.8,11,24009,0.649413553
15397,12 days 20:00:00,0.23333333333333334,25,17764,0.877700968
15398,26 days 02:24:00,3.6333333333333333,12,21670,0.719428703
15399,40 days 13:36:00,8.466666666666667,19,19231,0.810666112
15400,55 days 03:12:00,0.3,22,19339,0.806103211
15401,42 days 02:24:00,1.1666666666666667,19,20792,0.749762409
15402,76 days 10:24:00,1.0666666666666667,9,24337,0.640479517
15403,92 days 13:36:00,0.7666666666666667,13,15494,1.005884859
15404,39 days 07:12:00,6.366666666666666,23,23753,0.656131436
15405,22 days 07:12:00,14.133333333333333,21,19655,0.792910201
15406,113 days 12:00:00,10.266666666666667,17,25714,0.606047289
15407,35 days 20:00:00,4.466666666666667,12,24102,0.646474981
15408,14 days 07:12:00,0.7,10,21816,0.714197836
15409,107 days 17:36:00,0.5666666666666667,14,23744,0.656148922
15410,15 days 15:12:00,4.766666666666667,12,20796,0.749128198
15411,15 days 20:00:00,2.533333333333333,27,23200,0.671492672
15412,81 days 04:48:00,1.3,8,17036,0.91445351
15413,27 days 00:48:00,8.133333333333333,21,20227,0.77017798
15414,82 days 15:12:00,7.2,10,21340,0.73
15415,12 days 08:00:00,2.2,11,20042,0.777272727
15416,20 days 03:12:00,5.733333333333333,17,21998,0.70814665
15417,12 days 11:12:00,0.3,12,22442,0.694069156
15418,67 days 16:00:00,3.6333333333333333,6,26284,0.592579516
15419,41 days 03:12:00,4.066666666666666,24,19185,0.811842585
15420,34 days 12:00:00,3.4,17,16200,0.961412963
15421,42 days 03:12:00,4.433333333333334,21,21380,0.728473807
15422,51 days 18:24:00,4.266666666666667,15,24089,0.646486778
15423,22 days 00:48:00,3.7333333333333334,13,23325,0.667634298
15424,20 days 22:24:00,6.733333333333333,12,19129,0.813907157
15425,109 days 20:00:00,6.666666666666667,11,18124,0.858967115
15426,95 days 17:36:00,5.233333333333333,11,21094,0.738011283
15427,16 days 00:00:00,3.533333333333333,12,23216,0.670553067
15428,90 days 12:48:00,4.166666666666667,13,25034,0.621832308
15429,34 days 17:36:00,0.03333333333333333,14,21201,0.734193198
15430,38 days 13:36:00,0.16666666666666666,17,23359,0.666359005
15431,32 days 10:24:00,1.7,16,23502,0.662282784
15432,104 days 04:00:00,0.1,17,21008,0.740890137
15433,73 days 23:12:00,1.5666666666666667,17,29986,0.519017542
15434,41 days 01:36:00,4.033333333333333,17,17006,0.91503587
15435,80 days 10:24:00,7.333333333333333,4,17384,0.895026461
15436,104 days 04:00:00,0.13333333333333333,11,11899,1.307591394
15437,27 days 01:36:00,4.733333333333333,17,31073,0.500715734
15438,41 days 00:00:00,5.166666666666667,14,26924,0.577853959
15439,30 days 10:24:00,0.3,26,16874,0.921923077
15440,73 days 16:48:00,1.0333333333333334,18,20011,0.77736295
15441,18 days 17:36:00,4.333333333333333,21,26625,0.584132582
15442,25 days 18:24:00,0.6,19,22917,0.678644238
15443,47 days 16:48:00,0.26666666666666666,11,24847,0.625900511
15444,78 days 19:12:00,3.0,14,27246,0.570765617
15445,50 days 12:48:00,0.06666666666666667,25,24183,0.643056693
15446,71 days 06:24:00,8.3,14,23172,0.671104782
15447,18 days 18:24:00,5.966666666666667,10,22603,0.687973278
15448,94 days 03:12:00,0.06666666666666667,18,18929,0.821412119
15449,86 days 00:48:00,0.3,23,21905,0.709730199
15450,33 days 06:24:00,4.566666666666666,13,20525,0.757437759
15451,78 days 00:00:00,0.13333333333333333,14,20505,0.758095099
15452,24 days 23:12:00,6.866666666666666,19,18331,0.847945557
15453,76 days 16:48:00,0.13333333333333333,16,19099,0.813752552
15454,14 days 04:48:00,1.0333333333333334,27,24500,0.634311837
15455,96 days 08:00:00,0.4666666666666667,15,22316,0.696377487
15456,91 days 10:24:00,0.7666666666666667,28,22365,0.694807959
15457,102 days 06:24:00,0.7666666666666667,23,21208,0.732688608
15458,16 days 15:12:00,2.033333333333333,15,22630,0.686631021
15459,74 days 21:36:00,1.6,11,22702,0.684449828
15460,29 days 08:48:00,0.7333333333333333,44,24525,0.633410398
15461,21 days 19:12:00,5.766666666666667,14,20071,0.773969907
15462,95 days 08:48:00,0.4,14,17036,0.911809697
15463,45 days 12:00:00,6.133333333333334,18,28902,0.537442738
15464,68 days 12:48:00,2.8333333333333335,19,21877,0.710001828
15465,83 days 20:00:00,3.1,25,21654,0.717312275
15466,32 days 15:12:00,2.933333333333333,16,28446,0.54602053
15467,45 days 10:24:00,1.1,23,27495,0.564865976
15468,32 days 19:12:00,1.3333333333333333,17,19599,0.792430226
15469,26 days 12:48:00,3.4,21,18537,0.837828128
15470,30 days 15:12:00,1.3333333333333333,23,24411,0.636216869
15471,26 days 04:00:00,1.7333333333333334,18,24344,0.637928853
15472,36 days 04:48:00,0.2,13,20418,0.760579391
15473,41 days 21:36:00,0.3333333333333333,17,17910,0.867074819
15474,51 days 11:12:00,0.43333333333333335,23,19036,0.81577117
15475,29 days 14:24:00,0.23333333333333334,20,22529,0.689279595
15476,69 days 05:36:00,0.8666666666666667,8,11757,1.320694055
15477,39 days 00:48:00,6.2,12,23972,0.647730686
15478,14 days 02:24:00,0.2,18,20581,0.754439532
15479,77 days 06:24:00,7.066666666666666,16,23204,0.669153594
15480,30 days 11:12:00,1.3,27,23932,0.648771519
15481,92 days 20:48:00,4.466666666666667,12,17787,0.872792489
15482,44 days 17:36:00,3.066666666666667,21,22796,0.680968152
15483,18 days 12:48:00,0.16666666666666666,21,22174,0.700033823
15484,40 days 22:24:00,8.966666666666667,14,23166,0.670027627
15485,82 days 05:36:00,0.36666666666666664,7,12351,1.256626184
15486,32 days 11:12:00,0.4,15,20145,0.770403574
15487,55 days 01:36:00,3.533333333333333,20,25889,0.599450346
15488,44 days 05:36:00,0.1,15,25360,0.611934543
15489,80 days 20:48:00,0.06666666666666667,5,25378,0.611489085
15490,12 days 14:24:00,0.8333333333333334,22,20315,0.763796702
15491,95 days 17:36:00,1.0,24,25923,0.598479343
15492,18 days 18:24:00,0.3333333333333333,21,19729,0.786321658
15493,16 days 23:12:00,0.23333333333333334,26,21820,0.710968378
15494,70 days 08:00:00,1.9333333333333333,12,20514,0.75622258
15495,30 days 03:12:00,2.0,16,22429,0.691635829
15496,33 days 04:00:00,6.133333333333334,12,22486,0.689863471
15497,95 days 23:12:00,1.1666666666666667,14,19679,0.788230601
15498,71 days 06:24:00,0.7666666666666667,23,22089,0.702154013
15499,39 days 16:00:00,0.26666666666666666,15,20154,0.769566835
15500,84 days 08:48:00,0.7,14,18985,0.81694601
15501,81 days 04:00:00,2.7333333333333334,14,22191,0.698888288
15502,73 days 19:12:00,2.433333333333333,16,21874,0.70900064
15503,53 days 08:48:00,5.633333333333334,10,19927,0.778168816
15504,94 days 12:48:00,1.1666666666666667,5,11088,1.3984614
15505,19 days 22:24:00,2.033333333333333,38,21329,0.726949693
15506,23 days 19:12:00,0.5,14,25554,0.606689364
15507,109 days 07:12:00,0.7,13,21387,0.724882405
15508,55 days 16:00:00,2.433333333333333,18,25925,0.597823722
15509,99 days 10:24:00,0.7666666666666667,20,22222,0.697392224
15510,23 days 09:36:00,0.13333333333333333,17,26140,0.592854629
15511,96 days 17:36:00,4.533333333333333,15,16628,0.931971374
15512,22 days 01:36:00,0.3333333333333333,31,37198,0.41659928
15513,82 days 00:00:00,2.2666666666666666,15,21664,0.715287112
15514,81 days 15:12:00,5.466666666666667,6,12651,1.224715042
15515,37 days 17:36:00,5.1,10,18434,0.840501248
15516,47 days 20:00:00,0.3,19,23448,0.660740362
15517,85 days 23:12:00,4.2,13,22480,0.689151246
15518,40 days 08:00:00,0.8,17,11101,1.395471579
15519,98 days 12:48:00,0.7333333333333333,17,31389,0.493320271
15520,26 days 03:12:00,1.6333333333333333,12,19972,0.7752854
15521,19 days 18:24:00,0.36666666666666664,19,22098,0.700662956
15522,46 days 14:24:00,0.7,12,22676,0.682788411
15523,55 days 13:36:00,4.2,13,21855,0.708436513
15524,45 days 11:12:00,3.7,12,21813,0.709775363
15525,14 days 23:12:00,0.2,12,20745,0.746242468
15526,29 days 12:00:00,3.8,15,15712,0.985218941
15527,14 days 17:36:00,4.2,12,22020,0.702896458
15528,32 days 11:12:00,3.566666666666667,27,23928,0.646706369
15529,92 days 20:00:00,1.3333333333333333,16,18822,0.822133673
15530,20 days 05:36:00,0.8666666666666667,15,20979,0.737569951
15531,72 days 09:36:00,1.5,14,21319,0.725791078
15532,82 days 14:24:00,1.1333333333333333,8,14490,1.067760524
15533,67 days 08:48:00,0.43333333333333335,20,24824,0.623182001
15534,49 days 03:12:00,0.13333333333333333,15,23371,0.66189979
15535,32 days 16:00:00,10.233333333333333,17,24839,0.622764604
15536,14 days 07:12:00,0.3333333333333333,19,22307,0.693355897
15537,40 days 18:24:00,0.13333333333333333,17,27815,0.556034873
15538,26 days 08:48:00,4.5,13,10814,1.430064731
15539,95 days 05:36:00,5.8,7,18501,0.835714286
15540,67 days 21:36:00,2.1666666666666665,10,19670,0.786
15541,32 days 16:48:00,1.5333333333333334,23,34737,0.44501828
15542,114 days 10:24:00,7.233333333333333,13,25690,0.60170689
15543,85 days 13:36:00,0.36666666666666664,33,24953,0.619459784
15544,13 days 12:48:00,1.0,17,19857,0.778384952
15545,42 days 08:48:00,0.16666666666666666,19,21524,0.718081212
15546,58 days 02:24:00,1.1666666666666667,14,26952,0.573449095
15547,86 days 13:36:00,0.7,25,20260,0.762739882
15548,16 days 10:24:00,2.066666666666667,26,22373,0.690693246
15549,97 days 00:48:00,0.8666666666666667,18,23722,0.651414721
15550,109 days 02:24:00,3.1666666666666665,18,20145,0.767051378
15551,56 days 15:12:00,0.9,11,17972,0.859681171
15552,18 days 08:00:00,2.1666666666666665,3,25192,0.613235948
15553,30 days 19:12:00,2.3333333333333335,17,18455,0.837063668
15554,94 days 17:36:00,13.0,21,26090,0.592102338
15555,64 days 14:24:00,0.9666666666666667,16,26674,0.579124991
15556,81 days 15:12:00,7.566666666666666,13,20571,0.750913422
15557,33 days 03:12:00,0.43333333333333335,26,19045,0.811064321
15558,50 days 04:00:00,0.8,18,22802,0.677408561
15559,95 days 06:24:00,1.3,25,21029,0.734517571
15560,14 days 23:12:00,1.6,15,19980,0.773023023
15561,101 days 04:00:00,1.6666666666666667,22,18633,0.828884238
15562,24 days 04:48:00,13.133333333333333,8,20231,0.763410113
15563,70 days 02:24:00,4.466666666666667,12,19098,0.808686773
15564,42 days 16:48:00,0.06666666666666667,11,19877,0.776904462
15565,34 days 02:24:00,0.23333333333333334,17,23121,0.667840924
15566,79 days 14:24:00,9.6,9,20113,0.76764431
15567,18 days 00:00:00,1.6,12,23662,0.652422027
15568,27 days 04:48:00,2.5,13,19272,0.800995745
15569,41 days 02:24:00,8.166666666666666,16,27353,0.56433298
15570,31 days 16:48:00,13.933333333333334,19,21791,0.708358956
15571,24 days 19:12:00,8.533333333333333,14,21064,0.732791967
15572,25 days 15:12:00,8.7,17,23996,0.643235123
15573,27 days 23:12:00,3.466666666666667,11,19663,0.784914815
15574,62 days 03:12:00,2.2666666666666666,12,20938,0.737040787
15575,74 days 00:48:00,1.5333333333333334,22,25619,0.602363871
15576,54 days 20:00:00,2.6333333333333333,10,24417,0.632009256
15577,79 days 10:24:00,1.4333333333333333,14,20852,0.74004508
15578,95 days 12:00:00,2.566666666666667,11,24288,0.635342968
15579,62 days 08:00:00,2.033333333333333,18,23125,0.667289081
15580,28 days 09:36:00,1.5333333333333334,16,21200,0.727849528
15581,20 days 17:36:00,4.266666666666667,18,25044,0.616072113
15582,68 days 19:12:00,9.433333333333334,9,12631,1.221296809
15583,77 days 20:48:00,2.933333333333333,23,20859,0.739538808
15584,43 days 17:36:00,0.4,12,23835,0.647186071
15585,15 days 08:00:00,2.8666666666666667,13,21803,0.707472366
15586,32 days 22:24:00,0.3333333333333333,13,19199,0.803388718
15587,43 days 22:24:00,1.6,10,19566,0.788316978
15588,56 days 17:36:00,1.9333333333333333,18,16395,0.940747789
15589,15 days 10:24:00,0.03333333333333333,20,22894,0.673692234
15590,26 days 12:48:00,0.16666666666666666,13,24927,0.618665303
